اسم المشروع,القطاع,رأس المال,تكلفة المبيعات,الإيرادات,التكلفة التشغيلية الشهرية,سعر المنتج او الخدمة,الطاقة الإنتاجية الشهرية,هامش الربح,نوع العميل,السوق المستهدف,قنوات التوزيع,حجم الطلب,عدد المنافسين,طرق التسويق,عدد العمال,نوع المعدات,الموقع,فترة الاسترداد,النتيجة_رقم,رأس المال_Scaled,الإيرادات_Scaled,تكلفة المبيعات_Scaled,نوع المشروع الدقيق_Encoded,Log_رأس_المال,Log_رأس_المال_Scaled,عدد العمال_Scaled,حجم الطلب_Scaled,عدد المنافسين_Scaled,Target_الجدوى,Target_فترة_الاسترداد
دورات لغات 764,تعليم,1184000,85000,192000,38000,37000,457,0.3594,خريجون,طلاب الجامعات,مباشر,مرتفع,12,شراكات مدارس,7,أجهزة عرض,صنعاء,17,1,0.064848,0.067715,0.057692,4,13.98441,0.231808,0.428571,1.0,0.380952,1,17
صيدلية متخصصة 765,صحة,6231000,490000,1025000,313000,21000,126,0.2166,طلاب,محلي,مباشر,مرتفع,12,توعية صحية,14,حاسوب,صنعاء,28,0,0.668701,0.637483,0.544471,10,15.645048,0.860745,0.928571,1.0,0.380952,0,28
منصة تعليم 766,تعليم,3261000,220000,480000,88000,17000,405,0.3583,طلاب,محلي,هجين,مرتفع,8,شراكات مدارس,11,حاسوب,صنعاء,19,1,0.313352,0.264706,0.219952,11,14.997545,0.615515,0.714286,1.0,0.190476,1,19
عيادة مصغرة 767,صحة,3639000,279000,521000,212000,75000,324,0.0576,طلاب,أحياء مكتظة,اونلاين,متوسط,14,تعاون أطباء,3,معدات تعقيم,صنعاء,121,0,0.358579,0.29275,0.290865,6,15.10722,0.657052,0.142857,0.0,0.47619,0,121
مركز تدريبي 768,تعليم,1782000,102000,227000,67000,17000,465,0.2555,طلاب,محلي,اونلاين,مرتفع,16,محتوى تعليمي,4,سبورة ذكية,صنعاء,31,0,0.136396,0.091655,0.078125,7,14.393247,0.386648,0.214286,1.0,0.571429,0,31
خدمة لوجستية 769,خدمات,4710000,315000,779000,264000,29000,248,0.2567,عائلات,محلي,اونلاين,مرتفع,12,توصيات العملاء,9,حاسوب,صنعاء,24,1,0.486719,0.46922,0.334135,1,15.365199,0.754757,0.571429,1.0,0.380952,1,24
عيادة مصغرة 770,صحة,5407000,416000,918000,132000,84000,103,0.4031,عائلات,محلي,حجز هاتفي,مرتفع,13,تعاون أطباء,14,حاسوب,صنعاء,15,1,0.570112,0.564295,0.455529,6,15.503205,0.807025,0.928571,1.0,0.428571,1,15
دورات لغات 771,تعليم,3754000,272000,618000,86000,24000,196,0.4207,طلاب,محلي,هجين,مرتفع,12,إعلانات محلية,4,سبورة ذكية,صنعاء,14,1,0.372338,0.359097,0.282452,4,15.138333,0.668836,0.214286,1.0,0.380952,1,14
مركز تدريب رقمي 772,تقنية,7074000,542000,1186000,380000,65000,421,0.2226,طلاب,محلي,تطبيقات المراسلة,مرتفع,17,عروض افتتاح,7,حاسوب,صنعاء,27,0,0.769562,0.747606,0.606971,2,15.771937,0.908802,0.428571,1.0,0.619048,0,27
بوفيه 773,تجارة,2386000,168000,308000,118000,6000,1696,0.0714,موظفون,قرب الجامعات,محل,مرتفع,10,لافتات,6,ثلاجات,صنعاء,108,0,0.208662,0.147059,0.157452,8,14.685129,0.497193,0.357143,1.0,0.285714,0,108
مختبر تحاليل 774,صحة,5683000,325000,753000,209000,59000,287,0.2908,طلاب,قرب المستشفيات,مباشر,متوسط,6,سمعة وجودة,7,أجهزة طبية,صنعاء,26,0,0.603135,0.451436,0.346154,9,15.55299,0.82588,0.428571,0.0,0.095238,0,26
صيدلية متخصصة 775,صحة,5177000,415000,817000,216000,18000,100,0.2277,موظفون,أحياء مكتظة,حجز هاتفي,مرتفع,13,سمعة وجودة,7,أجهزة طبية,صنعاء,28,0,0.542594,0.495212,0.454327,10,15.459736,0.790562,0.428571,1.0,0.428571,0,28
عيادة مصغرة 776,صحة,2369000,160000,350000,58000,42000,106,0.3771,موظفون,قرب المستشفيات,حجز هاتفي,مرتفع,13,تعاون أطباء,14,أجهزة طبية,صنعاء,18,1,0.206628,0.175787,0.147837,6,14.677979,0.494485,0.928571,1.0,0.428571,1,18
دورات لغات 777,تعليم,1718000,126000,228000,62000,33000,190,0.1754,أولياء أمور,طلاب المدارس,اونلاين,مرتفع,8,إعلانات محلية,10,سبورة ذكية,صنعاء,43,0,0.128739,0.092339,0.106971,4,14.356672,0.372796,0.642857,1.0,0.190476,0,43
صيدلية متخصصة 778,صحة,6961000,535000,977000,225000,28000,375,0.2221,عائلات,قرب المستشفيات,اونلاين,مرتفع,9,سمعة وجودة,9,أجهزة طبية,صنعاء,32,0,0.756042,0.604651,0.598558,10,15.755834,0.902703,0.571429,1.0,0.238095,0,32
خدمة صيانة 779,خدمات,698000,62000,114000,16000,46000,711,0.3158,شركات صغيرة,محلي,اونلاين,مرتفع,13,توصيات العملاء,6,معدات خدمية,صنعاء,19,1,0.0067,0.014364,0.030048,1,13.455976,0.031674,0.357143,1.0,0.428571,1,19
خدمة طباعة 780,خدمات,2538000,187000,414000,67000,20000,265,0.3865,طلاب,محلي,واتساب,مرتفع,16,عروض باقات,6,معدات متنقلة,صنعاء,16,1,0.226849,0.219562,0.180288,1,14.746887,0.520583,0.357143,1.0,0.571429,1,16
عيادة مصغرة 781,صحة,1817000,101000,249000,82000,30000,158,0.2651,طلاب,أحياء مكتظة,مباشر,مرتفع,5,تعاون أطباء,14,معدات تعقيم,صنعاء,28,0,0.140584,0.106703,0.076923,6,14.412698,0.394015,0.928571,1.0,0.047619,0,28
متجر إلكتروني 782,تقنية,1666000,146000,272000,61000,60000,380,0.239,شركات صغيرة,طلاب الجامعات,اونلاين,متوسط,17,إحالات,2,سيرفر بسيط,صنعاء,26,0,0.122517,0.122435,0.13101,5,14.325937,0.361156,0.071429,0.0,0.619048,0,26
مختبر تحاليل 783,صحة,5343000,292000,649000,150000,88000,267,0.319,عائلات,أحياء مكتظة,اونلاين,مرتفع,8,سمعة وجودة,7,معدات تعقيم,صنعاء,26,0,0.562455,0.380301,0.30649,9,15.491298,0.802515,0.428571,1.0,0.190476,0,26
خدمة طباعة 784,خدمات,3082000,255000,441000,151000,39000,669,0.0794,طلاب,قرب الجامعات,مباشر,مرتفع,12,سوشيال ميديا,6,حاسوب,صنعاء,88,0,0.291936,0.23803,0.262019,1,14.94109,0.594134,0.357143,1.0,0.380952,0,88
خدمة طباعة 785,خدمات,1134000,67000,157000,51000,9000,227,0.2484,طلاب,محلي,مباشر,مرتفع,18,سوشيال ميديا,2,معدات متنقلة,صنعاء,29,0,0.058866,0.043776,0.036058,1,13.941263,0.215467,0.071429,1.0,0.666667,0,29
خدمة طباعة 786,خدمات,4143000,282000,638000,210000,24000,690,0.2288,شركات صغيرة,الأحياء النشطة,واتساب,متوسط,18,سوشيال ميديا,5,معدات خدمية,صنعاء,28,0,0.41888,0.372777,0.294471,1,15.236931,0.706178,0.285714,0.0,0.666667,0,28
بوفيه 787,تجارة,5128000,428000,860000,167000,13000,1860,0.3081,موظفون,محلي,محل,مرتفع,17,سوشيال ميديا,5,نقاط بيع,صنعاء,19,1,0.536731,0.524624,0.469952,8,15.450226,0.78696,0.285714,1.0,0.619048,1,19
صيدلية متخصصة 788,صحة,2455000,147000,297000,61000,45000,410,0.2997,عائلات,قرب المستشفيات,اونلاين,مرتفع,4,سمعة وجودة,6,أجهزة طبية,صنعاء,28,0,0.216918,0.139535,0.132212,10,14.713638,0.50799,0.357143,1.0,0.0,0,28
خدمة لوجستية 789,خدمات,2649000,134000,319000,158000,29000,588,0.0846,طلاب,قرب الجامعات,واتساب,مرتفع,11,توصيات العملاء,5,معدات خدمية,صنعاء,98,0,0.240129,0.154583,0.116587,1,14.789693,0.536795,0.285714,1.0,0.333333,0,98
دورات لغات 790,تعليم,2674000,174000,361000,154000,13000,380,0.0914,طلاب,طلاب الجامعات,اونلاين,متوسط,10,محتوى تعليمي,4,سبورة ذكية,صنعاء,81,0,0.24312,0.183311,0.164663,4,14.799086,0.540352,0.214286,0.0,0.285714,0,81
بقالة تخصصية 791,تجارة,2016000,122000,253000,48000,22000,447,0.3281,طلاب,قرب الجامعات,محل,مرتفع,19,لافتات,9,ثلاجات,صنعاء,24,1,0.164393,0.109439,0.102163,12,14.516626,0.433376,0.571429,1.0,0.714286,1,24
مختبر تحاليل 792,صحة,5884000,417000,814000,213000,55000,291,0.226,عائلات,قرب المستشفيات,مباشر,مرتفع,6,سمعة وجودة,7,أجهزة طبية,صنعاء,32,0,0.627184,0.49316,0.456731,9,15.587748,0.839044,0.428571,1.0,0.095238,0,32
خدمة صيانة 793,خدمات,1101000,94000,185000,56000,31000,781,0.1892,شركات صغيرة,الأحياء النشطة,واتساب,مرتفع,14,سوشيال ميديا,6,معدات خدمية,صنعاء,31,0,0.054917,0.062927,0.06851,1,13.91173,0.204282,0.357143,1.0,0.47619,0,31
مركز تدريب رقمي 794,تقنية,6135000,458000,1100000,320000,24000,348,0.2927,طلاب,محلي,تطبيقات المراسلة,متوسط,6,عروض افتتاح,3,سيرفر بسيط,صنعاء,19,1,0.657215,0.688782,0.50601,2,15.629521,0.854864,0.142857,0.0,0.095238,1,19
عيادة مصغرة 795,صحة,3953000,250000,593000,168000,72000,314,0.2951,موظفون,قرب المستشفيات,مباشر,مرتفع,8,تعاون أطباء,9,أجهزة طبية,صنعاء,23,1,0.396147,0.341997,0.25601,6,15.189986,0.688398,0.571429,1.0,0.190476,1,23
منصة تعليم 796,تعليم,3403000,291000,580000,135000,30000,314,0.2655,طلاب,طلاب المدارس,اونلاين,متوسط,10,شراكات مدارس,6,أجهزة عرض,صنعاء,22,1,0.330342,0.333105,0.305288,11,15.040168,0.631658,0.357143,0.0,0.285714,1,22
مختبر تحاليل 797,صحة,3103000,276000,477000,179000,40000,396,0.0461,موظفون,قرب المستشفيات,مباشر,متوسط,14,توعية صحية,9,حاسوب,صنعاء,141,0,0.294448,0.262654,0.28726,9,14.94788,0.596705,0.571429,0.0,0.47619,0,141
مركز تدريبي 798,تعليم,1058000,67000,150000,60000,17000,352,0.1533,خريجون,محلي,اونلاين,مرتفع,12,إعلانات محلية,11,حاسوب,صنعاء,46,0,0.049773,0.038988,0.036058,7,13.871892,0.189194,0.714286,1.0,0.380952,0,46
خدمة لوجستية 799,خدمات,4634000,451000,796000,278000,27000,473,0.0842,طلاب,محلي,اونلاين,مرتفع,18,عروض باقات,8,معدات متنقلة,صنعاء,69,0,0.477626,0.480848,0.497596,1,15.348931,0.748596,0.5,1.0,0.666667,0,69
متجر مستلزمات 800,تجارة,4852000,351000,634000,113000,4000,1702,0.2681,موظفون,أحياء سكنية,محل,متوسط,9,عروض أسبوعية,3,نقاط بيع,صنعاء,29,0,0.503709,0.370041,0.377404,3,15.394902,0.766007,0.142857,0.0,0.238095,0,29
خدمة تقنية 801,تقنية,3296000,297000,528000,184000,69000,402,0.089,شركات صغيرة,طلاب الجامعات,مباشر,مرتفع,17,إحالات,3,أجهزة شبكات,صنعاء,70,0,0.31754,0.297538,0.3125,0,15.00822,0.619558,0.142857,1.0,0.619048,0,70
متجر إلكتروني 802,تقنية,2416000,171000,400000,74000,42000,252,0.3875,طلاب,الأحياء التجارية,تطبيقات المراسلة,مرتفع,8,سوشيال ميديا,3,سيرفر بسيط,صنعاء,16,1,0.212252,0.209986,0.161058,5,14.697624,0.501925,0.142857,1.0,0.190476,1,16
خدمة صيانة 803,خدمات,2318000,164000,326000,111000,9000,834,0.1564,عائلات,الأحياء النشطة,واتساب,متوسط,8,عروض باقات,8,معدات خدمية,صنعاء,45,0,0.200526,0.159371,0.152644,1,14.656216,0.486243,0.5,0.0,0.190476,0,45
متجر مستلزمات 804,تجارة,4472000,368000,660000,258000,30000,1713,0.0515,موظفون,محلي,توصيل,متوسط,23,لافتات,6,ثلاجات,صنعاء,132,0,0.458244,0.387825,0.397837,3,15.313347,0.735119,0.357143,0.0,0.904762,0,132
منصة تعليم 805,تعليم,1376000,81000,177000,40000,17000,164,0.3164,أولياء أمور,طلاب المدارس,مباشر,متوسط,16,إعلانات محلية,5,أجهزة عرض,صنعاء,25,0,0.08782,0.057456,0.052885,11,14.134692,0.288725,0.285714,0.0,0.571429,0,25
منصة تعليم 806,تعليم,2026000,154000,321000,92000,9000,431,0.2336,طلاب,محلي,اونلاين,مرتفع,9,إعلانات محلية,4,حاسوب,صنعاء,27,0,0.16559,0.155951,0.140625,11,14.521574,0.43525,0.214286,1.0,0.238095,0,27
مركز تدريبي 807,تعليم,1488000,118000,241000,79000,11000,405,0.1826,طلاب,طلاب الجامعات,هجين,مرتفع,8,شراكات مدارس,6,حاسوب,صنعاء,34,0,0.10122,0.101231,0.097356,7,14.212944,0.318362,0.357143,1.0,0.190476,0,34
مختبر تحاليل 808,صحة,2549000,185000,396000,90000,82000,176,0.3056,عائلات,محلي,حجز هاتفي,مرتفع,5,سمعة وجودة,12,معدات تعقيم,صنعاء,21,1,0.228165,0.20725,0.177885,9,14.751212,0.522221,0.785714,1.0,0.047619,1,21
متجر إلكتروني 809,تقنية,2379000,145000,337000,100000,16000,508,0.273,موظفون,الأحياء التجارية,مباشر,مرتفع,11,عروض افتتاح,8,حاسوب,صنعاء,26,0,0.207825,0.166895,0.129808,5,14.682191,0.496081,0.5,1.0,0.333333,0,26
مركز تدريبي 810,تعليم,2984000,210000,444000,64000,32000,458,0.3829,أولياء أمور,محلي,اونلاين,مرتفع,11,شراكات مدارس,5,سبورة ذكية,صنعاء,18,1,0.280211,0.240082,0.207933,7,14.908776,0.581895,0.285714,1.0,0.333333,1,18
خدمة طباعة 811,خدمات,1415000,99000,195000,68000,14000,878,0.1436,عائلات,محلي,مباشر,متوسط,16,سوشيال ميديا,9,معدات خدمية,صنعاء,51,0,0.092486,0.069767,0.074519,1,14.162641,0.29931,0.571429,0.0,0.571429,0,51
صيدلية متخصصة 812,صحة,4470000,342000,660000,125000,34000,89,0.2924,عائلات,قرب المستشفيات,مباشر,متوسط,6,توعية صحية,5,حاسوب,صنعاء,23,1,0.458004,0.387825,0.366587,10,15.312899,0.73495,0.285714,0.0,0.095238,1,23
دورات لغات 813,تعليم,719000,39000,93000,30000,30000,463,0.2581,خريجون,طلاب الجامعات,مباشر,مرتفع,12,إعلانات محلية,8,سبورة ذكية,صنعاء,30,0,0.009213,0.0,0.002404,4,13.485618,0.0429,0.5,1.0,0.380952,0,30
بوفيه 814,تجارة,3139000,198000,438000,148000,22000,1475,0.21,موظفون,محلي,محل,مرتفع,14,عروض أسبوعية,8,رفوف,صنعاء,34,0,0.298756,0.235978,0.19351,8,14.959415,0.601074,0.5,1.0,0.47619,0,34
دورات لغات 815,تعليم,2077000,125000,312000,91000,37000,351,0.3077,طلاب,طلاب المدارس,اونلاين,متوسط,7,محتوى تعليمي,8,أجهزة عرض,صنعاء,22,1,0.171692,0.149795,0.105769,4,14.546436,0.444666,0.5,0.0,0.142857,1,22
متجر مستلزمات 816,تجارة,3284000,211000,450000,174000,11000,2401,0.1444,موظفون,محلي,توصيل,مرتفع,11,لافتات,2,ثلاجات,صنعاء,51,0,0.316104,0.244186,0.209135,3,15.004573,0.618177,0.071429,1.0,0.333333,0,51
متجر إلكتروني 817,تقنية,5332000,419000,769000,141000,49000,304,0.2718,شركات صغيرة,طلاب الجامعات,مباشر,مرتفع,11,سوشيال ميديا,3,سيرفر بسيط,صنعاء,26,0,0.561139,0.46238,0.459135,5,15.489237,0.801735,0.142857,1.0,0.333333,0,26
دورات لغات 818,تعليم,3520000,234000,447000,193000,20000,279,0.0447,أولياء أمور,طلاب الجامعات,مباشر,مرتفع,9,إعلانات محلية,10,حاسوب,صنعاء,176,0,0.344341,0.242134,0.236779,4,15.073972,0.64446,0.642857,1.0,0.238095,0,176
متجر إلكتروني 819,تقنية,2147000,171000,301000,94000,46000,415,0.1196,موظفون,طلاب الجامعات,اونلاين,مرتفع,16,سوشيال ميديا,3,سيرفر بسيط,صنعاء,60,0,0.180067,0.142271,0.161058,5,14.579583,0.457219,0.142857,1.0,0.571429,0,60
دورات لغات 820,تعليم,890000,65000,139000,33000,17000,424,0.295,أولياء أمور,طلاب المدارس,مباشر,متوسط,11,إعلانات محلية,12,أجهزة عرض,صنعاء,22,1,0.029672,0.031464,0.033654,4,13.698978,0.123706,0.785714,0.0,0.333333,1,22
مركز تدريب رقمي 821,تقنية,4953000,285000,701000,245000,26000,377,0.2439,موظفون,طلاب الجامعات,مباشر,متوسط,8,عروض افتتاح,3,سيرفر بسيط,صنعاء,29,0,0.515793,0.415869,0.298077,2,15.415504,0.77381,0.142857,0.0,0.190476,0,29
خدمة لوجستية 822,خدمات,1796000,167000,304000,89000,31000,123,0.1579,شركات صغيرة,الأحياء النشطة,واتساب,متوسط,10,عروض باقات,9,حاسوب,صنعاء,37,0,0.138071,0.144323,0.15625,1,14.401073,0.389612,0.571429,0.0,0.285714,0,37
متجر إلكتروني 823,تقنية,3328000,239000,527000,120000,72000,243,0.3188,موظفون,محلي,اونلاين,مرتفع,14,إحالات,3,سيرفر بسيط,صنعاء,20,1,0.321369,0.296854,0.242788,5,15.017882,0.623217,0.142857,1.0,0.47619,1,20
خدمة صيانة 824,خدمات,3119000,237000,534000,162000,31000,264,0.2528,شركات صغيرة,محلي,اونلاين,متوسط,19,توصيات العملاء,6,معدات متنقلة,صنعاء,23,1,0.296363,0.301642,0.240385,1,14.953023,0.598653,0.357143,0.0,0.714286,1,23
خدمة صيانة 825,خدمات,2553000,151000,334000,52000,6000,426,0.3922,شركات صغيرة,الأحياء النشطة,اونلاين,متوسط,7,عروض باقات,4,معدات خدمية,صنعاء,19,1,0.228643,0.164843,0.137019,1,14.75278,0.522815,0.214286,0.0,0.142857,1,19
متجر إلكتروني 826,تقنية,5667000,385000,755000,278000,65000,402,0.1219,موظفون,طلاب الجامعات,تطبيقات المراسلة,متوسط,14,سوشيال ميديا,6,سيرفر بسيط,صنعاء,62,0,0.60122,0.452804,0.418269,5,15.550171,0.824812,0.357143,0.0,0.47619,0,62
منصة تعليم 827,تعليم,2016000,143000,296000,100000,25000,151,0.1791,خريجون,محلي,مباشر,مرتفع,9,شراكات مدارس,5,أجهزة عرض,صنعاء,38,0,0.164393,0.138851,0.127404,11,14.516626,0.433376,0.285714,1.0,0.238095,0,38
مركز تدريبي 828,تعليم,1016000,83000,168000,33000,22000,276,0.3095,خريجون,طلاب المدارس,هجين,مرتفع,7,إعلانات محلية,7,أجهزة عرض,صنعاء,20,1,0.044748,0.0513,0.055288,7,13.831385,0.173853,0.428571,1.0,0.142857,1,20
مركز تدريبي 829,تعليم,2814000,186000,421000,160000,20000,479,0.1781,طلاب,طلاب الجامعات,هجين,مرتفع,6,إعلانات محلية,4,سبورة ذكية,صنعاء,38,0,0.259871,0.22435,0.179087,7,14.850118,0.55968,0.214286,1.0,0.095238,0,38
صيدلية متخصصة 830,صحة,5626000,349000,794000,315000,36000,191,0.1637,طلاب,قرب المستشفيات,حجز هاتفي,مرتفع,5,تعاون أطباء,7,حاسوب,صنعاء,43,0,0.596315,0.47948,0.375,10,15.542909,0.822062,0.428571,1.0,0.047619,0,43
عيادة مصغرة 831,صحة,3188000,247000,460000,100000,23000,374,0.2457,موظفون,أحياء مكتظة,اونلاين,متوسط,8,توعية صحية,10,حاسوب,صنعاء,28,0,0.304618,0.251026,0.252404,6,14.974905,0.60694,0.642857,0.0,0.190476,0,28
مختبر تحاليل 832,صحة,5851000,404000,849000,161000,60000,110,0.3345,طلاب,قرب المستشفيات,اونلاين,مرتفع,10,سمعة وجودة,3,أجهزة طبية,صنعاء,21,1,0.623235,0.5171,0.441106,9,15.582123,0.836914,0.142857,1.0,0.285714,1,21
خدمة لوجستية 833,خدمات,1825000,136000,281000,43000,6000,577,0.363,شركات صغيرة,محلي,مباشر,مرتفع,17,سوشيال ميديا,6,حاسوب,صنعاء,18,1,0.141541,0.128591,0.11899,1,14.417091,0.395679,0.357143,1.0,0.619048,1,18
بقالة تخصصية 834,تجارة,1881000,187000,331000,62000,4000,368,0.2477,موظفون,قرب الجامعات,توصيل,مرتفع,18,لافتات,6,رفوف,صنعاء,23,1,0.148241,0.162791,0.180288,12,14.447315,0.407125,0.357143,1.0,0.666667,1,23
خدمة طباعة 835,خدمات,3743000,347000,630000,205000,16000,675,0.1238,شركات صغيرة,الأحياء النشطة,اونلاين,مرتفع,6,توصيات العملاء,3,حاسوب,صنعاء,48,0,0.371022,0.367305,0.372596,1,15.135398,0.667724,0.142857,1.0,0.095238,0,48
مركز تدريب رقمي 836,تقنية,6133000,608000,1088000,254000,62000,431,0.2077,موظفون,الأحياء التجارية,اونلاين,متوسط,12,عروض افتتاح,7,سيرفر بسيط,صنعاء,27,0,0.656975,0.680575,0.686298,2,15.629195,0.854741,0.428571,0.0,0.380952,0,27
متجر إلكتروني 837,تقنية,3489000,280000,569000,160000,62000,170,0.2267,شركات صغيرة,محلي,تطبيقات المراسلة,مرتفع,16,سوشيال ميديا,5,سيرفر بسيط,صنعاء,27,0,0.340632,0.325581,0.292067,5,15.065126,0.64111,0.285714,1.0,0.571429,0,27
دورات لغات 838,تعليم,1239000,81000,167000,38000,29000,111,0.2874,طلاب,طلاب المدارس,اونلاين,مرتفع,15,إعلانات محلية,7,حاسوب,صنعاء,26,0,0.071429,0.050616,0.052885,4,14.029816,0.249005,0.428571,1.0,0.52381,0,26
مركز تدريبي 839,تعليم,3692000,300000,598000,162000,13000,201,0.2274,أولياء أمور,محلي,اونلاين,مرتفع,7,إعلانات محلية,4,حاسوب,صنعاء,27,0,0.36492,0.345417,0.316106,7,15.121679,0.662529,0.214286,1.0,0.142857,0,27
خدمة لوجستية 840,خدمات,3706000,264000,550000,118000,12000,327,0.3055,طلاب,محلي,واتساب,مرتفع,11,سوشيال ميديا,3,معدات خدمية,صنعاء,22,1,0.366595,0.312585,0.272837,1,15.125464,0.663962,0.142857,1.0,0.333333,1,22
متجر إلكتروني 841,تقنية,2834000,247000,463000,170000,44000,552,0.0994,شركات صغيرة,الأحياء التجارية,مباشر,مرتفع,18,إحالات,5,سيرفر بسيط,صنعاء,62,0,0.262264,0.253078,0.252404,5,14.8572,0.562362,0.285714,1.0,0.666667,0,62
عيادة مصغرة 842,صحة,6363000,533000,1096000,250000,11000,401,0.2856,عائلات,محلي,حجز هاتفي,متوسط,7,تعاون أطباء,9,حاسوب,صنعاء,20,1,0.684494,0.686047,0.596154,6,15.666011,0.868684,0.571429,0.0,0.142857,1,20
بقالة تخصصية 843,تجارة,2896000,241000,427000,163000,32000,1931,0.0539,موظفون,محلي,توصيل,متوسط,14,عروض أسبوعية,10,رفوف,صنعاء,126,0,0.269682,0.228454,0.245192,12,14.878841,0.570558,0.642857,0.0,0.47619,0,126
خدمة لوجستية 844,خدمات,5312000,451000,907000,123000,25000,514,0.3671,طلاب,الأحياء النشطة,واتساب,مرتفع,9,عروض باقات,1,معدات خدمية,صنعاء,16,1,0.558746,0.556772,0.497596,1,15.485479,0.800311,0.0,1.0,0.238095,1,16
عيادة مصغرة 845,صحة,2831000,227000,506000,88000,25000,359,0.3775,طلاب,أحياء مكتظة,مباشر,مرتفع,5,توعية صحية,14,أجهزة طبية,صنعاء,15,1,0.261905,0.28249,0.228365,6,14.856141,0.561961,0.928571,1.0,0.047619,1,15
خدمة لوجستية 846,خدمات,4332000,269000,644000,239000,19000,603,0.2112,طلاب,قرب الجامعات,مباشر,متوسط,8,عروض باقات,1,معدات متنقلة,صنعاء,32,0,0.441493,0.376881,0.278846,1,15.28154,0.723073,0.0,0.0,0.190476,0,32
بقالة تخصصية 847,تجارة,4250000,235000,586000,158000,26000,1274,0.3294,موظفون,قرب الجامعات,توصيل,مرتفع,19,لافتات,3,ثلاجات,صنعاء,22,1,0.431682,0.337209,0.237981,12,15.26243,0.715835,0.142857,1.0,0.714286,1,22
خدمة لوجستية 848,خدمات,1927000,140000,304000,76000,48000,333,0.2895,عائلات,الأحياء النشطة,واتساب,متوسط,18,توصيات العملاء,5,حاسوب,صنعاء,22,1,0.153745,0.144323,0.123798,1,14.471475,0.416276,0.285714,0.0,0.666667,1,22
صيدلية متخصصة 849,صحة,2336000,167000,386000,47000,48000,119,0.4456,موظفون,محلي,حجز هاتفي,مرتفع,5,سمعة وجودة,11,حاسوب,صنعاء,14,1,0.20268,0.20041,0.15625,10,14.663951,0.489172,0.714286,1.0,0.047619,1,14
خدمة صيانة 850,خدمات,4631000,256000,610000,136000,28000,349,0.3574,عائلات,الأحياء النشطة,مباشر,متوسط,13,توصيات العملاء,5,معدات متنقلة,صنعاء,21,1,0.477267,0.353625,0.263221,1,15.348284,0.748351,0.285714,0.0,0.428571,1,21
دورات لغات 851,تعليم,1294000,116000,215000,70000,29000,217,0.1349,خريجون,طلاب المدارس,هجين,مرتفع,11,إعلانات محلية,11,سبورة ذكية,صنعاء,45,0,0.078009,0.083447,0.094952,4,14.07325,0.265455,0.714286,1.0,0.333333,0,45
مختبر تحاليل 852,صحة,8507000,675000,1447000,274000,38000,328,0.3442,موظفون,أحياء مكتظة,مباشر,مرتفع,8,سمعة وجودة,14,أجهزة طبية,صنعاء,17,1,0.941015,0.926129,0.766827,9,15.9564,0.978664,0.928571,1.0,0.190476,1,17
منصة تعليم 853,تعليم,3154000,195000,405000,98000,15000,381,0.2765,أولياء أمور,طلاب المدارس,اونلاين,مرتفع,8,إعلانات محلية,5,حاسوب,صنعاء,28,0,0.30055,0.213406,0.189904,11,14.964182,0.60288,0.285714,1.0,0.190476,0,28
متجر مستلزمات 854,تجارة,5366000,404000,843000,166000,10000,1016,0.3238,طلاب,محلي,اونلاين,مرتفع,16,سوشيال ميديا,3,نقاط بيع,صنعاء,20,1,0.565207,0.512996,0.441106,3,15.495593,0.804142,0.142857,1.0,0.571429,1,20
مختبر تحاليل 855,صحة,3374000,306000,605000,75000,61000,159,0.3702,عائلات,أحياء مكتظة,مباشر,مرتفع,8,تعاون أطباء,3,أجهزة طبية,صنعاء,15,1,0.326872,0.350205,0.323317,9,15.03161,0.628416,0.142857,1.0,0.190476,1,15
عيادة مصغرة 856,صحة,7682000,671000,1325000,330000,17000,148,0.2445,موظفون,قرب المستشفيات,اونلاين,مرتفع,10,سمعة وجودة,11,حاسوب,صنعاء,24,1,0.842307,0.842681,0.762019,6,15.854391,0.94003,0.714286,1.0,0.285714,1,24
بقالة تخصصية 857,تجارة,5224000,351000,648000,253000,34000,1095,0.0679,عائلات,محلي,توصيل,مرتفع,21,سوشيال ميديا,7,رفوف,صنعاء,119,0,0.548217,0.379617,0.377404,12,15.468774,0.793985,0.428571,1.0,0.809524,0,119
مركز تدريبي 858,تعليم,1965000,166000,316000,59000,12000,350,0.288,طلاب,محلي,مباشر,مرتفع,10,شراكات مدارس,2,أجهزة عرض,صنعاء,22,1,0.158291,0.152531,0.155048,7,14.491003,0.423672,0.071429,1.0,0.285714,1,22
خدمة صيانة 859,خدمات,2742000,164000,334000,142000,27000,556,0.0838,شركات صغيرة,محلي,واتساب,مرتفع,15,عروض باقات,9,معدات متنقلة,صنعاء,98,0,0.251256,0.164843,0.152644,1,14.824199,0.549863,0.571429,1.0,0.52381,0,98
خدمة صيانة 860,خدمات,4747000,337000,595000,211000,39000,711,0.079,عائلات,الأحياء النشطة,مباشر,متوسط,11,توصيات العملاء,4,حاسوب,صنعاء,101,0,0.491146,0.343365,0.360577,1,15.373024,0.757721,0.214286,0.0,0.333333,0,101
بقالة تخصصية 861,تجارة,4528000,315000,636000,216000,31000,1183,0.1651,طلاب,محلي,محل,مرتفع,13,لافتات,8,ثلاجات,صنعاء,43,0,0.464944,0.371409,0.334135,12,15.325791,0.739832,0.5,1.0,0.428571,0,43
