اسم المشروع,القطاع,رأس المال,تكلفة المبيعات,الإيرادات,التكلفة التشغيلية الشهرية,سعر المنتج او الخدمة,الطاقة الإنتاجية الشهرية,هامش الربح,نوع العميل,السوق المستهدف,قنوات التوزيع,حجم الطلب,عدد المنافسين,طرق التسويق,عدد العمال,نوع المعدات,الموقع,فترة الاسترداد,النتيجة_رقم,رأس المال_Scaled,الإيرادات_Scaled,تكلفة المبيعات_Scaled,نوع المشروع الدقيق_Encoded,Log_رأس_المال,Log_رأس_المال_Scaled,عدد العمال_Scaled,حجم الطلب_Scaled,عدد المنافسين_Scaled,Target_الجدوى,Target_فترة_الاسترداد
مكتب خدمات سياحية وحجز تذاكر - 7383,خدمي,6418397.492,0.7028,12034155.72,678501.8937,حسب نوع الخدمة,حسب الطلب اليومي,0.3334,أفراد (B2C),"المسافرون، الشركات، العائلات","تطبيقات التوصيل, تجار التجزئة",1.954,2.9424,"فيسبوك وواتساب, عروض ترويجية",2.0131,"أدوات مكتبية، أجهزة كمبيوتر",صنعاء,20.0396,1.9853,0.1912,0.1752,0.569,179.5075,15.2683,0.4895,0.1226,0,0.9927,1.962,19.1858
مزرعة خضروات وفواكه عضوية - 1940,زراعي,6993252.04,0.7519,9242092.42,624486.7129,سعر السوق المنافس,2344 وحدة/كيلو,0.2414,تجار جملة ومصانع (B2B),"المهتمون بالصحة، المطاعم الراقية","وسائل التواصل الاجتماعي, تطبيقات التوصيل",,3.0451,"فيسبوك وواتساب, لوحات إعلانية",1.9296,معدات متخصصة,تعز,36.2378,2.0474,0.2249,0.1239,0.685,201.7847,15.5399,0.5484,0.1243,,0.9927,1.9714,37.3064
محل بيع عصائر طبيعية - 79,إنتاجي/غذائي,23756275.91,0.7261,37057467.8,2160994.394,سعر السوق المنافس,4699 وحدة/كيلو,0.2569,مختلط,"الشباب، العائلات، المارة","وسائل التواصل الاجتماعي, تطبيقات التوصيل",3.0449,0.9561,"لوحات إعلانية, عروض ترويجية",3.994,"آلات تصنيع، أدوات تغليف",حضرموت,30.692,1.9688,0.9188,0.5896,0.6552,98.2979,16.4808,0.9405,0.3758,0.9868,0,2.0698,31.4164
"مزرعة لإنتاج الفواكه الاستوائية (المانجو، الموز)",زراعي,9424510.475,0.7105,23882205.84,1338812.635,سعر السوق المنافس,4667 وحدة/كيلو,0.2945,تجار جملة ومصانع (B2B),"الأسواق المحلية، محلات العصائر","وسائل التواصل الاجتماعي, تطبيقات التوصيل",2.9374,0.9589,"عروض ترويجية, لوحات إعلانية",4.0434,معدات متخصصة,إب,16.6924,0.9825,0.3191,0.3492,0.601,207.3115,16.4646,0.6069,0.3822,1.0149,0,1.0611,16.5731
مزرعة دواجن بياضة - 44,زراعي,10212711.21,0.6478,21625280.66,1214449.069,سعر السوق المنافس,3684 وحدة/كيلو,0.3436,تجار جملة ومصانع (B2B),"تجار الجملة، المطاعم، الأسر","تجار التجزئة, وسائل التواصل الاجتماعي",,3.0075,"فيسبوك وواتساب, عروض ترويجية",4.1528,معدات متخصصة,تعز,16.6029,1.9709,0.337,0.3258,0.5367,3.8767,16.1077,0.6436,0.3681,,1.026,1.9233,17.2434
استوديو تصوير ومونتاج - 33,خدمي,7866331.491,0.6061,16014698.84,790454.2036,حسب نوع الخدمة,حسب الطلب اليومي,0.3776,أفراد (B2C),"الأفراد، الشركات، الإعلاميون","تجار التجزئة, تطبيقات التوصيل",2.9809,2.0073,"عروض ترويجية, لوحات إعلانية",2.998,"أدوات مكتبية، أجهزة كمبيوتر",حضرموت,15.2009,1.9924,0.2603,0.2352,0.435,136.443,16.0113,0.559,0.2518,0.9936,0.506,1.9812,15.1763
مصنع صغير لإنتاج المربيات والعصائر الطبيعية,إنتاجي,15939193.8,0.7036,22181153.82,1291155.678,سعر السوق المنافس,2085 وحدة/كيلو,0.3008,مختلط,"محلات البقالة، الفنادق","البيع المباشر, تطبيقات التوصيل",2.027,1.9889,"التسويق الشفهي, عروض ترويجية",4.1228,"آلات تصنيع، أدوات تغليف",حضرموت,29.4563,0.9972,0.5931,0.3424,0.61,235.8214,16.4817,0.8147,0.3795,0,0.4909,1.0162,29.096
مركز لخدمات الترجمة والتعريب - 2408,خدمي,3848105.234,0.4093,4988613.895,176680.7603,حسب نوع الخدمة,حسب الطلب اليومي,0.5691,أفراد (B2C),"الشركات، المؤسسات الحكومية، الأفراد","البيع المباشر, تطبيقات التوصيل",3.1285,3.0953,"فيسبوك وواتساب, التسويق الشفهي",3.0528,"أدوات مكتبية، أجهزة كمبيوتر",حضرموت,16.2606,1.9943,0.0962,0.0478,0.0959,147.6809,15.1016,0.3233,0.2563,0.9985,0.983,2.0228,16.4607
مصنع صغير لإنتاج الأعلاف الحيوانية,إنتاجي,20432143.81,0.6906,27164407.07,1559339.182,سعر السوق المنافس,1185 وحدة/كيلو,0.3032,مختلط,مزارع الدواجن والمواشي,"تجار التجزئة, وسائل التواصل الاجتماعي",1.9813,3.008,"لوحات إعلانية, التسويق الشفهي",9.028,"آلات تصنيع، أدوات تغليف",عدن,29.903,1.0243,0.742,0.4354,0.6149,223.5354,16.8353,0.8994,1.0096,0,1.0039,0.9849,29.2967
مكتبة ومركز اتصالات,تجاري,8985837.098,0.7033,18285816.47,1042127.895,متنوع حسب الصنف,حسب الطلب اليومي,0.324,أفراد (B2C),"المستهلك النهائي، الأسر، الشباب","البيع المباشر, تطبيقات التوصيل",3.1192,0.9714,"فيسبوك وواتساب, لوحات إعلانية",2.0222,"أرفف، نظام محاسبي، ثلاجات",تعز,18.0958,0.9703,0.3047,0.2915,0.5765,88.4946,15.9832,0.6106,0.1268,0.9893,0,1.0357,17.962
محل بيع وتصليح هواتف ذكية - 6037,تجاري,7822564.252,0.7875,9582027.358,611798.1448,متنوع حسب الصنف,حسب الطلب اليومي,0.2205,أفراد (B2C),"الشباب، الطلاب، عامة الناس","تجار التجزئة, تطبيقات التوصيل",1.9495,2.0016,"لوحات إعلانية, التسويق الشفهي",3.0119,"أرفف، نظام محاسبي، ثلاجات",صنعاء,46.0045,2.0219,0.2472,0.1184,0.7472,47.6119,15.4922,0.5532,0.2483,0,0.5082,1.9744,44.2403
اشغال يدويه,إنتاجي,13881055.73,0.4104,20139787.68,675650.7727,سعر السوق المنافس,4079 وحدة/كيلو,0.6144,مختلط,افراد,"تطبيقات التوصيل, تجار التجزئة",2.9962,1.0074,"التسويق الشفهي, لوحات إعلانية",6.0241,"آلات تصنيع، أدوات تغليف",منصات الكترونية-بازارات,14.2139,0.9699,0.5158,0.2976,0.0539,219.7912,17.0475,0.8128,0.6096,0.9957,0,0.9948,14.8576
مصنع صغير لإنتاج البلوك الإسمنتي - 3950,صناعي,21095785.28,0.8152,47607824.04,3312661.645,سعر السوق المنافس,1046 وحدة/كيلو,0.1739,تجار جملة ومصانع (B2B),"شركات المقاولات، الأفراد البناؤون","وسائل التواصل الاجتماعي, البيع المباشر",2.9814,2.994,"عروض ترويجية, التسويق الشفهي",3.0391,"آلات تصنيع، أدوات تغليف",عدن,29.4091,1.9918,0.7904,0.7629,0.8006,3.0865,17.1737,0.9242,0.253,0.9908,0.9715,2.0399,29.9918
محل بيع أدوات ومواد بناء - 2572,تجاري,10488029.4,0.736,19189696.13,1185973.813,متنوع حسب الصنف,حسب الطلب اليومي,0.2501,أفراد (B2C),"المقاولون، الأفراد البناؤون","البيع المباشر, وسائل التواصل الاجتماعي",,2.0066,"عروض ترويجية, التسويق الشفهي",2.9709,"أرفف، نظام محاسبي، ثلاجات",عدن,25.6936,2.0224,0.3595,0.3088,0.7022,55.8124,16.6742,0.6399,0.2388,,0.5102,2.0353,25.9105
صالة رياضية نسائية - 35,خدمي,2099063.62,0.615,4216589.082,226534.167,حسب نوع الخدمة,حسب الطلب اليومي,0.3857,أفراد (B2C),النساء المهتمات بالصحة والرشاقة,"وسائل التواصل الاجتماعي, تطبيقات التوصيل",1.947,2.0445,"فيسبوك وواتساب, التسويق الشفهي",2.8896,"أدوات مكتبية، أجهزة كمبيوتر",عدن,14.4233,1.9364,0.0209,0.0357,0.4462,148.4307,14.3859,0.0952,0.2545,0,0.5008,2.0269,15.3801
ورشة تصنيع العبوات الكرتونية,إنتاجي,13996063.1,0.766,27498171.4,1661543.534,سعر السوق المنافس,3458 وحدة/كيلو,0.251,مختلط,"المصانع، المتاجر، المطاعم","تطبيقات التوصيل, البيع المباشر",,3.0323,"فيسبوك وواتساب, لوحات إعلانية",5.1413,"آلات تصنيع، أدوات تغليف",حضرموت,24.5858,0.9819,0.4929,0.408,0.6796,242.9981,16.9922,0.7603,0.507,,1.0149,1.003,25.2619
مزرعة خضروات وفواكه عضوية - 7901,زراعي,12718558.57,0.7455,15742898.45,1004616.611,سعر السوق المنافس,3632 وحدة/كيلو,0.2294,تجار جملة ومصانع (B2B),"المهتمون بالصحة، المطاعم الراقية","تطبيقات التوصيل, البيع المباشر",1.9608,2.0537,"لوحات إعلانية, التسويق الشفهي",1.9901,معدات متخصصة,عدن,45.1967,1.9588,0.46,0.2225,0.7058,195.8912,16.3298,0.7213,0.1193,0,0.4911,1.9817,44.998
سيارة أجرة,خدمي,7503996.23,0.7473,10871619.55,696242.8287,حسب نوع الخدمة,حسب الطلب اليومي,0.218,أفراد (B2C),"المستهلك النهائي، الأسر، الشباب","البيع المباشر, تطبيقات التوصيل",2.9899,1.0287,"فيسبوك وواتساب, عروض ترويجية",2.9958,"أدوات مكتبية، أجهزة كمبيوتر",إب,39.9224,1.0096,0.2335,0.1434,0.7359,157.7809,15.9869,0.5405,0.2519,0.989,0,1.0051,38.3106
مصنع صغير لإنتاج الشموع المعطرة,إنتاجي,11687465.23,0.7379,20822608.77,1323168.367,سعر السوق المنافس,4866 وحدة/كيلو,0.2538,مختلط,"محلات الهدايا، الفنادق، الأفراد","وسائل التواصل الاجتماعي, البيع المباشر",3.0201,2.0006,"لوحات إعلانية, عروض ترويجية",6.0402,"آلات تصنيع، أدوات تغليف",تعز,25.1934,0.9947,0.4199,0.3388,0.6619,238.9565,16.1406,0.7174,0.622,1.0045,0.5077,0.9947,26.194
أكسسوارات,تجاري,4186115.8,0.7325,4985536.236,294929.8013,متنوع حسب الصنف,حسب الطلب اليومي,0.2776,أفراد (B2C),افراد (نساء),"وسائل التواصل الاجتماعي, البيع المباشر",3.0786,1.977,"التسويق الشفهي, عروض ترويجية",2.0298,"أرفف، نظام محاسبي، ثلاجات",أسواق-مولات,35.7752,0.9782,0.1041,0.0501,0.6414,13.2473,15.3193,0.3304,0.1226,1.0053,0.4983,0.9772,34.9159
مشروع تدوير بلاستيك - 14,صناعي,22761327.32,0.6717,27868885.05,1580824.184,سعر السوق المنافس,2516 وحدة/كيلو,0.3419,تجار جملة ومصانع (B2B),"المصانع، الشركات، البلديات","البيع المباشر, تجار التجزئة",2.0458,0.9824,"فيسبوك وواتساب, لوحات إعلانية",6.1495,"آلات تصنيع، أدوات تغليف",تعز,30.2411,2.043,0.8813,0.4422,0.5335,179.8529,16.8441,0.9636,0.6082,0,0,1.9488,29.776
"مزرعة لإنتاج الفواكه الاستوائية (المانجو، الموز)",زراعي,9211192.07,0.6975,22999917.39,1321907.985,سعر السوق المنافس,4667 وحدة/كيلو,0.3071,تجار جملة ومصانع (B2B),"الأسواق المحلية، محلات العصائر","وسائل التواصل الاجتماعي, تطبيقات التوصيل",3.0912,1.0157,"عروض ترويجية, لوحات إعلانية",4.0119,معدات متخصصة,إب,17.0908,0.977,0.3216,0.3596,0.6092,201.2708,15.6287,0.6525,0.3729,0.9887,0,0.9782,16.2666
مزرعة لتربية الأرانب,زراعي,11344386.2,0.746,21957213.72,1362096.932,سعر السوق المنافس,2394 وحدة/كيلو,0.239,تجار جملة ومصانع (B2B),"المطاعم، الأسر","تجار التجزئة, وسائل التواصل الاجتماعي",2.0653,2.0342,"لوحات إعلانية, التسويق الشفهي",4.8572,معدات متخصصة,عدن,27.3532,0.9857,0.4122,0.3306,0.6997,109.0068,16.0167,0.7015,0.5096,0,0.4949,0.9915,26.0529
محل بيع أدوات ومواد بناء - 2572,تجاري,10267997.39,0.756,19071824.54,1269867.551,متنوع حسب الصنف,حسب الطلب اليومي,0.2508,أفراد (B2C),"المقاولون، الأفراد البناؤون","البيع المباشر, وسائل التواصل الاجتماعي",,1.978,"عروض ترويجية, التسويق الشفهي",2.968,"أرفف، نظام محاسبي، ثلاجات",عدن,25.7688,1.9636,0.356,0.2958,0.7053,56.4308,16.4757,0.6529,0.2543,,0.5084,2.0103,25.8342
مصنع صغير لإنتاج الخل والعصائر المركزة,إنتاجي,20816819.78,0.7046,28595258.86,1698556.019,سعر السوق المنافس,2455 وحدة/كيلو,0.2843,مختلط,"المتاجر، المطاعم","تطبيقات التوصيل, تجار التجزئة",2.0491,1.964,"التسويق الشفهي, لوحات إعلانية",8.2894,"آلات تصنيع، أدوات تغليف",تعز,30.9559,1.0373,0.7481,0.4543,0.6434,224.7773,17.2436,0.9183,0.8921,0,0.4843,0.9597,29.2588
مزرعة لتربية الأسماك (الاستزراع السمكي),زراعي,9674402.554,0.8107,13452142.48,890822.5708,سعر السوق المنافس,2715 وحدة/كيلو,0.2075,تجار جملة ومصانع (B2B),"المطاعم، الأسواق","وسائل التواصل الاجتماعي, البيع المباشر",3.065,3.0358,"التسويق الشفهي, عروض ترويجية",3.0311,معدات متخصصة,حضرموت,40.979,1.0326,0.3262,0.1913,0.7511,105.4606,16.3129,0.646,0.2453,1.0354,0.9895,1.0081,40.2975
مركز لتعليم اللغات الأجنبية - 3898,خدمي,6119125.96,0.5983,8342929.585,422361.9066,حسب نوع الخدمة,حسب الطلب اليومي,0.3944,أفراد (B2C),"الطلاب، الباحثون عن عمل، المسافرون","تجار التجزئة, البيع المباشر",2.9809,2.0467,"عروض ترويجية, التسويق الشفهي",2.0239,"أدوات مكتبية، أجهزة كمبيوتر",صنعاء,21.7584,1.9532,0.1891,0.104,0.4099,100.8882,16.014,0.5124,0.1197,1.0021,0.5102,2.0113,21.8587
مصنع صغير لإنتاج الخبز والمعجنات (مخبز آلي),إنتاجي,20722387.19,0.6998,24095432.23,1441765.893,سعر السوق المنافس,3814 وحدة/كيلو,0.3084,مختلط,"المتاجر، المطاعم، الأسر","تجار التجزئة, وسائل التواصل الاجتماعي",2.996,1.9132,"التسويق الشفهي, لوحات إعلانية",7.1357,"آلات تصنيع، أدوات تغليف",صنعاء,32.8875,1.0178,0.7876,0.3794,0.5956,232.0925,16.319,0.9307,0.7728,0.9859,0.4979,0.9931,33.5226
مطابع,خدمي,7319162.161,0.7209,9853124.038,608846.2499,حسب نوع الخدمة,حسب الطلب اليومي,0.2566,أفراد (B2C),"المستهلك النهائي، الأسر، الشباب","البيع المباشر, تطبيقات التوصيل",,3.0252,"عروض ترويجية, لوحات إعلانية",3.007,"أدوات مكتبية، أجهزة كمبيوتر",حضرموت,34.9886,0.9922,0.2346,0.1301,0.6898,168.0437,15.5961,0.5365,0.2497,,1.0214,1.0138,34.747
مصنع صغير لإنتاج الثلج,إنتاجي,13596760.4,0.7061,16193795.82,940367.2011,سعر السوق المنافس,545 وحدة/كيلو,0.2972,مختلط,"المطاعم، المقاهي، محلات العصائر","وسائل التواصل الاجتماعي, تجار التجزئة",1.9758,2.0316,"التسويق الشفهي, فيسبوك وواتساب",8.961,"آلات تصنيع، أدوات تغليف",عدن,32.7787,0.983,0.4858,0.2498,0.5967,5.2479,16.6797,0.7608,0.9565,0,0.5063,1.0051,32.9684
محل بيع وتأجير معدات البناء الخفيفة,تجاري,6991437.706,0.7272,10783821.85,652349.4456,متنوع حسب الصنف,حسب الطلب اليومي,0.2751,أفراد (B2C),"العمال، المقاولون الصغار","البيع المباشر, تطبيقات التوصيل",1.9842,1.9767,"فيسبوك وواتساب, لوحات إعلانية",1.0017,"أرفف، نظام محاسبي، ثلاجات",حضرموت,29.8242,1.0237,0.2224,0.1482,0.6669,61.2624,16.1789,0.5322,0,0,0.5008,0.9929,29.18
محل بيع وتصليح هواتف ذكية - 6848,تجاري,4606720.204,0.895,6463076.076,454320.366,متنوع حسب الصنف,حسب الطلب اليومي,0.128,أفراد (B2C),"الشباب، الطلاب، عامة الناس","تجار التجزئة, تطبيقات التوصيل",,2.0103,"فيسبوك وواتساب, عروض ترويجية",0.96,"أرفف، نظام محاسبي، ثلاجات",حضرموت,63.4233,1.9317,0.1216,0.0723,0.8834,46.3178,15.0766,0.3847,0,,0.5187,1.9721,62.2222
ورشة تصنيع الأبواب والشبابيك الحديدية,إنتاجي,14664235.14,0.7682,31062248.94,1914222.739,سعر السوق المنافس,3244 وحدة/كيلو,0.2426,مختلط,"شركات المقاولات، الأفراد","تجار التجزئة, وسائل التواصل الاجتماعي",1.9333,1.007,"عروض ترويجية, فيسبوك وواتساب",4.948,"آلات تصنيع، أدوات تغليف",صنعاء,23.5426,1.0122,0.5409,0.4992,0.7014,239.2266,16.8413,0.7883,0.5013,0,0,0.9925,24.4725
مزرعة لإنتاج الخضروات الورقية (الزراعة المائية),زراعي,6426218.49,0.7038,15531223.29,907600.5707,سعر السوق المنافس,2094 وحدة/كيلو,0.2911,تجار جملة ومصانع (B2B),المطاعم والفنادق والأسر المهتمة بالصحة,"البيع المباشر, تطبيقات التوصيل",,2.9669,"لوحات إعلانية, عروض ترويجية",3.909,معدات متخصصة,إب,17.2488,1.0138,0.1947,0.2157,0.6155,6.9265,15.3398,0.4939,0.3638,,1.0379,1.0017,16.3368
محل بيع التمور والمكسرات,تجاري,7333375.264,0.7061,14651173.58,861699.7907,متنوع حسب الصنف,حسب الطلب اليومي,0.2911,أفراد (B2C),"الأفراد، المناسبات، الهدايا","وسائل التواصل الاجتماعي, البيع المباشر",3.0972,1.9553,"عروض ترويجية, التسويق الشفهي",2.9983,"أرفف، نظام محاسبي، ثلاجات",حضرموت,21.1174,1.0037,0.2343,0.2196,0.6179,27.702,14.5231,0.5445,0.252,0.9774,0.4906,0.9994,20.4806
مزرعة لإنتاج الفطر - 6311,زراعي,15788111.92,0.5861,37512940.05,1891141.553,سعر السوق المنافس,3091 وحدة/كيلو,0.4283,تجار جملة ومصانع (B2B),"المطاعم، الفنادق، الأسواق","وسائل التواصل الاجتماعي, تطبيقات التوصيل",3.0025,2.9991,"فيسبوك وواتساب, التسويق الشفهي",4.1275,معدات متخصصة,إب,10.8877,2.0178,0.5766,0.651,0.3799,193.293,16.9758,0.7994,0.3815,0.983,0.9921,1.9854,11.2066
مقهى ومخبز صحي - 2494,إنتاجي/غذائي,13898395.27,0.687,30838127.34,1808140.321,سعر السوق المنافس,849 وحدة/كيلو,0.2842,مختلط,"المهتمون بالصحة، الرياضيون","البيع المباشر, تطبيقات التوصيل",3.0662,2.0258,"عروض ترويجية, لوحات إعلانية",4.0649,"آلات تصنيع، أدوات تغليف",حضرموت,18.4684,1.991,0.5201,0.4993,0.6214,139.8121,16.1289,0.7829,0.3761,1.0193,0.4858,1.9478,18.6783
مشروع لإنتاج وتعبئة المخللات - 4760,إنتاجي/غذائي,12929652.86,0.6165,32088437.03,1665798.667,سعر السوق المنافس,3810 وحدة/كيلو,0.3778,مختلط,"المطاعم، البقالات، الأسر","تجار التجزئة, البيع المباشر",,2.0354,"فيسبوك وواتساب, عروض ترويجية",3.0885,"آلات تصنيع، أدوات تغليف",حضرموت,12.8202,1.9171,0.4555,0.5124,0.4679,134.3093,16.4712,0.7607,0.2473,,0.5042,1.9865,12.6561
مصنع صغير لإنتاج الطوب الإسمنتي,إنتاجي,14369329.99,0.727,30478383.7,1793132.649,سعر السوق المنافس,2369 وحدة/كيلو,0.2929,مختلط,"شركات المقاولات، الأفراد","تطبيقات التوصيل, وسائل التواصل الاجتماعي",2.0309,3.0661,"لوحات إعلانية, التسويق الشفهي",8.9869,"آلات تصنيع، أدوات تغليف",عدن,19.3337,1.0208,0.5152,0.4678,0.5815,245.2479,17.13,0.78,1.0012,0,1.0051,0.9897,18.8705
محل بيع أدوات ومواد بناء - 5122,تجاري,8820352.917,0.8527,12110491.96,871137.4706,متنوع حسب الصنف,حسب الطلب اليومي,0.1544,أفراد (B2C),"المقاولون، الأفراد البناؤون","تجار التجزئة, وسائل التواصل الاجتماعي",1.9933,1.0105,"فيسبوك وواتساب, التسويق الشفهي",2.9563,"أرفف، نظام محاسبي، ثلاجات",حضرموت,60.3302,1.9742,0.3022,0.1697,0.8844,57.2409,15.2847,0.6436,0.2454,0,0,1.9584,57.8416
صالة رياضية نسائية - 35,خدمي,2125759.302,0.6183,4321251.476,214594.2927,حسب نوع الخدمة,حسب الطلب اليومي,0.3971,أفراد (B2C),النساء المهتمات بالصحة والرشاقة,"وسائل التواصل الاجتماعي, تطبيقات التوصيل",2.0506,2.0895,"فيسبوك وواتساب, التسويق الشفهي",2.9502,"أدوات مكتبية، أجهزة كمبيوتر",عدن,15.476,2.009,0.0209,0.0358,0.441,152.1135,14.3286,0.0981,0.2563,0,0.4942,1.9884,15.0943
محل بيع وشحن بطاريات الطاقة الشمسية - 8,تجاري,5640741.15,0.8131,12235297.32,818906.3648,متنوع حسب الصنف,حسب الطلب اليومي,0.198,أفراد (B2C),المنازل والشركات في المناطق النائية,"البيع المباشر, وسائل التواصل الاجتماعي",,1.9892,"لوحات إعلانية, فيسبوك وواتساب",1.0523,"أرفف، نظام محاسبي، ثلاجات",تعز,29.1529,1.9943,0.1611,0.1667,0.7643,93.0631,15.4944,0.4339,0,,0.5296,2.0236,27.7146
مصنع صغير لإنتاج الأعلاف الحيوانية,إنتاجي,19756471.13,0.691,27681826.87,1603547.074,سعر السوق المنافس,1185 وحدة/كيلو,0.284,مختلط,مزارع الدواجن والمواشي,"تجار التجزئة, وسائل التواصل الاجتماعي",1.9526,3.0608,"لوحات إعلانية, التسويق الشفهي",9.2175,"آلات تصنيع، أدوات تغليف",عدن,28.6743,1.0295,0.7559,0.4303,0.5909,223.2825,16.7578,0.9129,0.9932,0,0.9906,1.0318,30.2833
مكتب خدمات سياحية وحجز تذاكر - 8146,خدمي,1716058.337,0.4036,3986088.136,134048.2011,حسب نوع الخدمة,حسب الطلب اليومي,0.5879,أفراد (B2C),"المسافرون، الشركات، العائلات","البيع المباشر, وسائل التواصل الاجتماعي",,1.9149,"لوحات إعلانية, عروض ترويجية",1.0276,"أدوات مكتبية، أجهزة كمبيوتر",إب,8.6551,1.9642,0.0047,0.0297,0.0784,172.3348,13.9087,0.0244,0,,0.5066,2.0057,8.6232
"مزرعة لإنتاج الفواكه الاستوائية (المانجو، الموز)",زراعي,9439741.511,0.7098,22627533.05,1374656.95,سعر السوق المنافس,4667 وحدة/كيلو,0.3012,تجار جملة ومصانع (B2B),"الأسواق المحلية، محلات العصائر","وسائل التواصل الاجتماعي, تطبيقات التوصيل",3.0341,1.0186,"عروض ترويجية, لوحات إعلانية",4.0137,معدات متخصصة,إب,16.3393,1.0434,0.3133,0.3496,0.6005,198.0562,16.4608,0.6403,0.3754,0.991,0,1.005,16.3795
محل بيع أدوات السلامة والأمن الصناعي,تجاري,7734191.21,0.6835,10468691.07,608730.4757,متنوع حسب الصنف,حسب الطلب اليومي,0.3048,أفراد (B2C),"المصانع، الورش، شركات المقاولات","وسائل التواصل الاجتماعي, تجار التجزئة",3.0576,2.9295,"فيسبوك وواتساب, التسويق الشفهي",1.9785,"أرفف، نظام محاسبي، ثلاجات",حضرموت,29.8522,1.015,0.2545,0.1413,0.602,52.7822,16.05,0.5537,0.1245,0.99,0.9877,1.0098,29.2364
مزرعة خضروات وفواكه عضوية - 2002,زراعي,8157310.641,0.6458,14319504.13,789200.5701,سعر السوق المنافس,2193 وحدة/كيلو,0.3464,تجار جملة ومصانع (B2B),"المهتمون بالصحة، المطاعم الراقية","تجار التجزئة, تطبيقات التوصيل",2.9545,0.9772,"التسويق الشفهي, لوحات إعلانية",4.1237,معدات متخصصة,حضرموت,19.0509,1.928,0.2678,0.2151,0.5066,189.8687,15.7515,0.5851,0.3706,1.0062,0,1.9837,18.6863
مشروع لإنتاج وتعبئة المخللات - 6619,إنتاجي/غذائي,21553545.77,0.5414,49507356.7,2352746.004,سعر السوق المنافس,3588 وحدة/كيلو,0.4393,مختلط,"المطاعم، البقالات، الأسر","تجار التجزئة, وسائل التواصل الاجتماعي",2.9955,2.99,"لوحات إعلانية, عروض ترويجية",5.9422,"آلات تصنيع، أدوات تغليف",عدن,11.3382,2.0348,0.7752,0.8184,0.3592,128.4273,16.9921,0.8778,0.6216,1.0173,0.9716,1.9715,11.3076
مشروع لإنتاج وتعبئة المخللات - 1203,إنتاجي/غذائي,8709382.826,0.7827,11053450.04,744953.1408,سعر السوق المنافس,1460 وحدة/كيلو,0.2002,مختلط,"المطاعم، البقالات، الأسر","تطبيقات التوصيل, تجار التجزئة",2.8656,0.9929,"التسويق الشفهي, عروض ترويجية",7.9748,"آلات تصنيع، أدوات تغليف",تعز,45.1494,1.971,0.2931,0.1548,0.7872,137.1628,16.1683,0.6229,0.9037,1.0044,0,2.0845,45.2859
مشروع لإنتاج وتعبئة البهارات والتوابل - 8638,إنتاجي/غذائي,18096595.7,0.6489,37567205.06,2126125.004,سعر السوق المنافس,1758 وحدة/كيلو,0.3633,مختلط,"المطاعم، الأسر، البقالات","تجار التجزئة, وسائل التواصل الاجتماعي",3.0429,2.9798,"لوحات إعلانية, عروض ترويجية",6.1331,"آلات تصنيع، أدوات تغليف",صنعاء,16.3434,1.9652,0.6771,0.6136,0.4935,254.7286,16.6144,0.8642,0.6467,0.9716,0.986,1.9897,16.2638
محل لبيع وتصليح الدراجات الهوائية - 7280,تجاري,3672546.189,0.8028,6480374.239,407330.0096,متنوع حسب الصنف,حسب الطلب اليومي,0.2067,أفراد (B2C),"الشباب، الرياضيون، هواة ركوب الدراجات","تجار التجزئة, البيع المباشر",3.0564,1.0065,"التسويق الشفهي, عروض ترويجية",2.0309,"أرفف، نظام محاسبي، ثلاجات",إب,33.0409,1.9261,0.0785,0.065,0.7486,32.5777,15.1399,0.2915,0.1219,0.9826,0,1.9919,32.0263
خدمات التوثيق والتصوير الجوي (بالدرون),خدمي,7222365.863,0.6012,12651266.79,652082.0519,حسب نوع الخدمة,حسب الطلب اليومي,0.3691,أفراد (B2C),"شركات المقاولات، الإعلام، الأفراد","تطبيقات التوصيل, وسائل التواصل الاجتماعي",1.979,2.0541,"عروض ترويجية, التسويق الشفهي",2.0194,"أدوات مكتبية، أجهزة كمبيوتر",صنعاء,17.497,1.004,0.2247,0.1728,0.4409,191.0603,15.8936,0.5198,0.1225,0,0.5018,1.0074,18.2723
مركز لخدمات الترجمة والتعريب - 5698,خدمي,6130779.577,0.5325,13321258.43,572185.6643,حسب نوع الخدمة,حسب الطلب اليومي,0.484,أفراد (B2C),"الشركات، المؤسسات الحكومية، الأفراد","وسائل التواصل الاجتماعي, تجار التجزئة",2.9877,2.0536,"عروض ترويجية, التسويق الشفهي",2.9883,"أدوات مكتبية، أجهزة كمبيوتر",إب,12.3012,1.961,0.1953,0.1822,0.2838,145.5991,15.6429,0.478,0.2495,0.9893,0.5058,2.0087,12.0449
مزرعة لتربية الدواجن (اللاحم),زراعي,14952925.86,0.7862,23491403.21,1518771.268,سعر السوق المنافس,4667 وحدة/كيلو,0.2059,تجار جملة ومصانع (B2B),"المطاعم، الأسواق، الأسر","وسائل التواصل الاجتماعي, تجار التجزئة",2.0722,0.9721,"التسويق الشفهي, لوحات إعلانية",4.8889,معدات متخصصة,إب,37.7101,0.9891,0.5324,0.3702,0.7341,112.9353,16.4619,0.7962,0.4953,0,0,0.9775,36.2765
